PartNumber: 798   x_left_coord: 9, x_right_coord: 12, y_coord: 0
PartNumber: 541   x_left_coord: 11, x_right_coord: 14, y_coord: 118 Symbol(x_coord=73, y_coord=118, symbol='+')
PartNumber: 541   x_left_coord: 11, x_right_coord: 14, y_coord: 118 Symbol(x_coord=100, y_coord=118, symbol='*')
PartNumber: 541   x_left_coord: 11, x_right_coord: 14, y_coord: 118 Symbol(x_coord=14, y_coord=119, symbol='*')
PartNumber: 541   x_left_coord: 11, x_right_coord: 14, y_coord: 118 Symbol(x_coord=20, y_coord=119, symbol='*')
PartNumber: 541   x_left_coord: 11, x_right_coord: 14, y_coord: 118 Symbol(x_coord=39, y_coord=119, symbol='*')
PartNumber: 541   x_left_coord: 11, x_right_coord: 14, y_coord: 118 Symbol(x_coord=58, y_coord=119, symbol='#')
PartNumber: 541   x_left_coord: 11, x_right_coord: 14, y_coord: 118 Symbol(x_coord=63, y_coord=119, symbol='*')
PartNumber: 541   x_left_coord: 11, x_right_coord: 14, y_coord: 118 Symbol(x_coord=70, y_coord=119, symbol='-')
PartNumber: 541   x_left_coord: 11, x_right_coord: 14, y_coord: 118 Symbol(x_coord=78, y_coord=119, symbol='*')
PartNumber: 541   x_left_coord: 11, x_right_coord: 14, y_coord: 118 Symbol(x_coord=105, y_coord=119, symbol='*')
PartNumber: 541   x_left_coord: 11, x_right_coord: 14, y_coord: 118 Symbol(x_coord=123, y_coord=119, symbol='*')
PartNumber: 541   x_left_coord: 11, x_right_coord: 14, y_coord: 118 Symbol(x_coord=136, y_coord=119, symbol='&')
PartNumber: 444   x_left_coord: 25, x_right_coord: 28, y_coord: 118 Symbol(x_coord=3, y_coord=117, symbol='%')
PartNumber: 444   x_left_coord: 25, x_right_coord: 28, y_coord: 118 Symbol(x_coord=25, y_coord=117, symbol='*')
PartNumber: 444   x_left_coord: 25, x_right_coord: 28, y_coord: 118 Symbol(x_coord=34, y_coord=118, symbol='@')
PartNumber: 444   x_left_coord: 25, x_right_coord: 28, y_coord: 118 Symbol(x_coord=73, y_coord=118, symbol='+')
PartNumber: 444   x_left_coord: 25, x_right_coord: 28, y_coord: 118 Symbol(x_coord=100, y_coord=118, symbol='*')
PartNumber: 444   x_left_coord: 25, x_right_coord: 28, y_coord: 118 Symbol(x_coord=14, y_coord=119, symbol='*')
PartNumber: 444   x_left_coord: 25, x_right_coord: 28, y_coord: 118 Symbol(x_coord=20, y_coord=119, symbol='*')
PartNumber: 444   x_left_coord: 25, x_right_coord: 28, y_coord: 118 Symbol(x_coord=39, y_coord=119, symbol='*')
PartNumber: 444   x_left_coord: 25, x_right_coord: 28, y_coord: 118 Symbol(x_coord=58, y_coord=119, symbol='#')
PartNumber: 444   x_left_coord: 25, x_right_coord: 28, y_coord: 118 Symbol(x_coord=63, y_coord=119, symbol='*')
PartNumber: 444   x_left_coord: 25, x_right_coord: 28, y_coord: 118 Symbol(x_coord=70, y_coord=119, symbol='-')
PartNumber: 444   x_left_coord: 25, x_right_coord: 28, y_coord: 118 Symbol(x_coord=78, y_coord=119, symbol='*')
PartNumber: 444   x_left_coord: 25, x_right_coord: 28, y_coord: 118 Symbol(x_coord=105, y_coord=119, symbol='*')
PartNumber: 444   x_left_coord: 25, x_right_coord: 28, y_coord: 118 Symbol(x_coord=123, y_coord=119, symbol='*')
PartNumber: 444   x_left_coord: 25, x_right_coord: 28, y_coord: 118 Symbol(x_coord=136, y_coord=119, symbol='&')
PartNumber: 122   x_left_coord: 39, x_right_coord: 42, y_coord: 118 Symbol(x_coord=3, y_coord=117, symbol='%')
PartNumber: 122   x_left_coord: 39, x_right_coord: 42, y_coord: 118 Symbol(x_coord=25, y_coord=117, symbol='*')
PartNumber: 122   x_left_coord: 39, x_right_coord: 42, y_coord: 118 Symbol(x_coord=34, y_coord=118, symbol='@')
PartNumber: 122   x_left_coord: 39, x_right_coord: 42, y_coord: 118 Symbol(x_coord=73, y_coord=118, symbol='+')
PartNumber: 122   x_left_coord: 39, x_right_coord: 42, y_coord: 118 Symbol(x_coord=100, y_coord=118, symbol='*')
PartNumber: 122   x_left_coord: 39, x_right_coord: 42, y_coord: 118 Symbol(x_coord=14, y_coord=119, symbol='*')
PartNumber: 122   x_left_coord: 39, x_right_coord: 42, y_coord: 118 Symbol(x_coord=20, y_coord=119, symbol='*')
PartNumber: 122   x_left_coord: 39, x_right_coord: 42, y_coord: 118 Symbol(x_coord=39, y_coord=119, symbol='*')
PartNumber: 122   x_left_coord: 39, x_right_coord: 42, y_coord: 118 Symbol(x_coord=58, y_coord=119, symbol='#')
PartNumber: 122   x_left_coord: 39, x_right_coord: 42, y_coord: 118 Symbol(x_coord=63, y_coord=119, symbol='*')
PartNumber: 122   x_left_coord: 39, x_right_coord: 42, y_coord: 118 Symbol(x_coord=70, y_coord=119, symbol='-')
PartNumber: 122   x_left_coord: 39, x_right_coord: 42, y_coord: 118 Symbol(x_coord=78, y_coord=119, symbol='*')
PartNumber: 122   x_left_coord: 39, x_right_coord: 42, y_coord: 118 Symbol(x_coord=105, y_coord=119, symbol='*')
PartNumber: 122   x_left_coord: 39, x_right_coord: 42, y_coord: 118 Symbol(x_coord=123, y_coord=119, symbol='*')
PartNumber: 122   x_left_coord: 39, x_right_coord: 42, y_coord: 118 Symbol(x_coord=136, y_coord=119, symbol='&')
PartNumber: 505   x_left_coord: 64, x_right_coord: 67, y_coord: 118 Symbol(x_coord=3, y_coord=117, symbol='%')
PartNumber: 505   x_left_coord: 64, x_right_coord: 67, y_coord: 118 Symbol(x_coord=25, y_coord=117, symbol='*')
PartNumber: 505   x_left_coord: 64, x_right_coord: 67, y_coord: 118 Symbol(x_coord=34, y_coord=118, symbol='@')
PartNumber: 505   x_left_coord: 64, x_right_coord: 67, y_coord: 118 Symbol(x_coord=73, y_coord=118, symbol='+')
PartNumber: 505   x_left_coord: 64, x_right_coord: 67, y_coord: 118 Symbol(x_coord=100, y_coord=118, symbol='*')
PartNumber: 505   x_left_coord: 64, x_right_coord: 67, y_coord: 118 Symbol(x_coord=14, y_coord=119, symbol='*')
PartNumber: 505   x_left_coord: 64, x_right_coord: 67, y_coord: 118 Symbol(x_coord=20, y_coord=119, symbol='*')
PartNumber: 505   x_left_coord: 64, x_right_coord: 67, y_coord: 118 Symbol(x_coord=39, y_coord=119, symbol='*')
PartNumber: 505   x_left_coord: 64, x_right_coord: 67, y_coord: 118 Symbol(x_coord=58, y_coord=119, symbol='#')
PartNumber: 505   x_left_coord: 64, x_right_coord: 67, y_coord: 118 Symbol(x_coord=63, y_coord=119, symbol='*')
PartNumber: 505   x_left_coord: 64, x_right_coord: 67, y_coord: 118 Symbol(x_coord=70, y_coord=119, symbol='-')
PartNumber: 505   x_left_coord: 64, x_right_coord: 67, y_coord: 118 Symbol(x_coord=78, y_coord=119, symbol='*')
PartNumber: 505   x_left_coord: 64, x_right_coord: 67, y_coord: 118 Symbol(x_coord=105, y_coord=119, symbol='*')
PartNumber: 505   x_left_coord: 64, x_right_coord: 67, y_coord: 118 Symbol(x_coord=123, y_coord=119, symbol='*')
PartNumber: 505   x_left_coord: 64, x_right_coord: 67, y_coord: 118 Symbol(x_coord=136, y_coord=119, symbol='&')
PartNumber: 14   x_left_coord: 77, x_right_coord: 79, y_coord: 118 Symbol(x_coord=3, y_coord=117, symbol='%')
PartNumber: 14   x_left_coord: 77, x_right_coord: 79, y_coord: 118 Symbol(x_coord=25, y_coord=117, symbol='*')
PartNumber: 14   x_left_coord: 77, x_right_coord: 79, y_coord: 118 Symbol(x_coord=34, y_coord=118, symbol='@')
PartNumber: 14   x_left_coord: 77, x_right_coord: 79, y_coord: 118 Symbol(x_coord=73, y_coord=118, symbol='+')
PartNumber: 14   x_left_coord: 77, x_right_coord: 79, y_coord: 118 Symbol(x_coord=100, y_coord=118, symbol='*')
PartNumber: 14   x_left_coord: 77, x_right_coord: 79, y_coord: 118 Symbol(x_coord=14, y_coord=119, symbol='*')
PartNumber: 14   x_left_coord: 77, x_right_coord: 79, y_coord: 118 Symbol(x_coord=20, y_coord=119, symbol='*')
PartNumber: 14   x_left_coord: 77, x_right_coord: 79, y_coord: 118 Symbol(x_coord=39, y_coord=119, symbol='*')
PartNumber: 14   x_left_coord: 77, x_right_coord: 79, y_coord: 118 Symbol(x_coord=58, y_coord=119, symbol='#')
PartNumber: 14   x_left_coord: 77, x_right_coord: 79, y_coord: 118 Symbol(x_coord=63, y_coord=119, symbol='*')
PartNumber: 14   x_left_coord: 77, x_right_coord: 79, y_coord: 118 Symbol(x_coord=70, y_coord=119, symbol='-')
PartNumber: 14   x_left_coord: 77, x_right_coord: 79, y_coord: 118 Symbol(x_coord=78, y_coord=119, symbol='*')
PartNumber: 14   x_left_coord: 77, x_right_coord: 79, y_coord: 118 Symbol(x_coord=105, y_coord=119, symbol='*')
PartNumber: 14   x_left_coord: 77, x_right_coord: 79, y_coord: 118 Symbol(x_coord=123, y_coord=119, symbol='*')
PartNumber: 14   x_left_coord: 77, x_right_coord: 79, y_coord: 118 Symbol(x_coord=136, y_coord=119, symbol='&')
PartNumber: 534   x_left_coord: 89, x_right_coord: 92, y_coord: 118 Symbol(x_coord=3, y_coord=117, symbol='%')
PartNumber: 534   x_left_coord: 89, x_right_coord: 92, y_coord: 118 Symbol(x_coord=25, y_coord=117, symbol='*')
PartNumber: 534   x_left_coord: 89, x_right_coord: 92, y_coord: 118 Symbol(x_coord=34, y_coord=118, symbol='@')
PartNumber: 534   x_left_coord: 89, x_right_coord: 92, y_coord: 118 Symbol(x_coord=73, y_coord=118, symbol='+')
PartNumber: 534   x_left_coord: 89, x_right_coord: 92, y_coord: 118 Symbol(x_coord=100, y_coord=118, symbol='*')
PartNumber: 534   x_left_coord: 89, x_right_coord: 92, y_coord: 118 Symbol(x_coord=14, y_coord=119, symbol='*')
PartNumber: 534   x_left_coord: 89, x_right_coord: 92, y_coord: 118 Symbol(x_coord=20, y_coord=119, symbol='*')
PartNumber: 534   x_left_coord: 89, x_right_coord: 92, y_coord: 118 Symbol(x_coord=39, y_coord=119, symbol='*')
PartNumber: 534   x_left_coord: 89, x_right_coord: 92, y_coord: 118 Symbol(x_coord=58, y_coord=119, symbol='#')
PartNumber: 534   x_left_coord: 89, x_right_coord: 92, y_coord: 118 Symbol(x_coord=63, y_coord=119, symbol='*')
PartNumber: 534   x_left_coord: 89, x_right_coord: 92, y_coord: 118 Symbol(x_coord=70, y_coord=119, symbol='-')
PartNumber: 534   x_left_coord: 89, x_right_coord: 92, y_coord: 118 Symbol(x_coord=78, y_coord=119, symbol='*')
PartNumber: 534   x_left_coord: 89, x_right_coord: 92, y_coord: 118 Symbol(x_coord=105, y_coord=119, symbol='*')
PartNumber: 534   x_left_coord: 89, x_right_coord: 92, y_coord: 118 Symbol(x_coord=123, y_coord=119, symbol='*')
PartNumber: 534   x_left_coord: 89, x_right_coord: 92, y_coord: 118 Symbol(x_coord=136, y_coord=119, symbol='&')
PartNumber: 210   x_left_coord: 106, x_right_coord: 109, y_coord: 118 Symbol(x_coord=3, y_coord=117, symbol='%')
PartNumber: 210   x_left_coord: 106, x_right_coord: 109, y_coord: 118 Symbol(x_coord=25, y_coord=117, symbol='*')
PartNumber: 210   x_left_coord: 106, x_right_coord: 109, y_coord: 118 Symbol(x_coord=34, y_coord=118, symbol='@')
PartNumber: 210   x_left_coord: 106, x_right_coord: 109, y_coord: 118 Symbol(x_coord=73, y_coord=118, symbol='+')
PartNumber: 210   x_left_coord: 106, x_right_coord: 109, y_coord: 118 Symbol(x_coord=100, y_coord=118, symbol='*')
PartNumber: 210   x_left_coord: 106, x_right_coord: 109, y_coord: 118 Symbol(x_coord=14, y_coord=119, symbol='*')
PartNumber: 210   x_left_coord: 106, x_right_coord: 109, y_coord: 118 Symbol(x_coord=20, y_coord=119, symbol='*')
PartNumber: 210   x_left_coord: 106, x_right_coord: 109, y_coord: 118 Symbol(x_coord=39, y_coord=119, symbol='*')
PartNumber: 210   x_left_coord: 106, x_right_coord: 109, y_coord: 118 Symbol(x_coord=58, y_coord=119, symbol='#')
PartNumber: 210   x_left_coord: 106, x_right_coord: 109, y_coord: 118 Symbol(x_coord=63, y_coord=119, symbol='*')
PartNumber: 210   x_left_coord: 106, x_right_coord: 109, y_coord: 118 Symbol(x_coord=70, y_coord=119, symbol='-')
PartNumber: 210   x_left_coord: 106, x_right_coord: 109, y_coord: 118 Symbol(x_coord=78, y_coord=119, symbol='*')
PartNumber: 210   x_left_coord: 106, x_right_coord: 109, y_coord: 118 Symbol(x_coord=105, y_coord=119, symbol='*')
PartNumber: 210   x_left_coord: 106, x_right_coord: 109, y_coord: 118 Symbol(x_coord=123, y_coord=119, symbol='*')
PartNumber: 210   x_left_coord: 106, x_right_coord: 109, y_coord: 118 Symbol(x_coord=136, y_coord=119, symbol='&')
PartNumber: 150   x_left_coord: 120, x_right_coord: 123, y_coord: 118 Symbol(x_coord=3, y_coord=117, symbol='%')
PartNumber: 150   x_left_coord: 120, x_right_coord: 123, y_coord: 118 Symbol(x_coord=25, y_coord=117, symbol='*')
PartNumber: 150   x_left_coord: 120, x_right_coord: 123, y_coord: 118 Symbol(x_coord=34, y_coord=118, symbol='@')
PartNumber: 150   x_left_coord: 120, x_right_coord: 123, y_coord: 118 Symbol(x_coord=73, y_coord=118, symbol='+')
PartNumber: 150   x_left_coord: 120, x_right_coord: 123, y_coord: 118 Symbol(x_coord=100, y_coord=118, symbol='*')
PartNumber: 150   x_left_coord: 120, x_right_coord: 123, y_coord: 118 Symbol(x_coord=14, y_coord=119, symbol='*')
PartNumber: 150   x_left_coord: 120, x_right_coord: 123, y_coord: 118 Symbol(x_coord=20, y_coord=119, symbol='*')
PartNumber: 150   x_left_coord: 120, x_right_coord: 123, y_coord: 118 Symbol(x_coord=39, y_coord=119, symbol='*')
PartNumber: 150   x_left_coord: 120, x_right_coord: 123, y_coord: 118 Symbol(x_coord=58, y_coord=119, symbol='#')
PartNumber: 150   x_left_coord: 120, x_right_coord: 123, y_coord: 118 Symbol(x_coord=63, y_coord=119, symbol='*')
PartNumber: 150   x_left_coord: 120, x_right_coord: 123, y_coord: 118 Symbol(x_coord=70, y_coord=119, symbol='-')
PartNumber: 150   x_left_coord: 120, x_right_coord: 123, y_coord: 118 Symbol(x_coord=78, y_coord=119, symbol='*')
PartNumber: 150   x_left_coord: 120, x_right_coord: 123, y_coord: 118 Symbol(x_coord=105, y_coord=119, symbol='*')
PartNumber: 150   x_left_coord: 120, x_right_coord: 123, y_coord: 118 Symbol(x_coord=123, y_coord=119, symbol='*')
PartNumber: 150   x_left_coord: 120, x_right_coord: 123, y_coord: 118 Symbol(x_coord=136, y_coord=119, symbol='&')
PartNumber: 948   x_left_coord: 124, x_right_coord: 127, y_coord: 118 Symbol(x_coord=3, y_coord=117, symbol='%')
PartNumber: 948   x_left_coord: 124, x_right_coord: 127, y_coord: 118 Symbol(x_coord=25, y_coord=117, symbol='*')
PartNumber: 948   x_left_coord: 124, x_right_coord: 127, y_coord: 118 Symbol(x_coord=34, y_coord=118, symbol='@')
PartNumber: 948   x_left_coord: 124, x_right_coord: 127, y_coord: 118 Symbol(x_coord=73, y_coord=118, symbol='+')
PartNumber: 948   x_left_coord: 124, x_right_coord: 127, y_coord: 118 Symbol(x_coord=100, y_coord=118, symbol='*')
PartNumber: 948   x_left_coord: 124, x_right_coord: 127, y_coord: 118 Symbol(x_coord=14, y_coord=119, symbol='*')
PartNumber: 948   x_left_coord: 124, x_right_coord: 127, y_coord: 118 Symbol(x_coord=20, y_coord=119, symbol='*')
PartNumber: 948   x_left_coord: 124, x_right_coord: 127, y_coord: 118 Symbol(x_coord=39, y_coord=119, symbol='*')
PartNumber: 948   x_left_coord: 124, x_right_coord: 127, y_coord: 118 Symbol(x_coord=58, y_coord=119, symbol='#')
PartNumber: 948   x_left_coord: 124, x_right_coord: 127, y_coord: 118 Symbol(x_coord=63, y_coord=119, symbol='*')
PartNumber: 948   x_left_coord: 124, x_right_coord: 127, y_coord: 118 Symbol(x_coord=70, y_coord=119, symbol='-')
PartNumber: 948   x_left_coord: 124, x_right_coord: 127, y_coord: 118 Symbol(x_coord=78, y_coord=119, symbol='*')
PartNumber: 948   x_left_coord: 124, x_right_coord: 127, y_coord: 118 Symbol(x_coord=105, y_coord=119, symbol='*')
PartNumber: 948   x_left_coord: 124, x_right_coord: 127, y_coord: 118 Symbol(x_coord=123, y_coord=119, symbol='*')
PartNumber: 948   x_left_coord: 124, x_right_coord: 127, y_coord: 118 Symbol(x_coord=136, y_coord=119, symbol='&')
PartNumber: 210   x_left_coord: 137, x_right_coord: 140, y_coord: 118 Symbol(x_coord=3, y_coord=117, symbol='%')
PartNumber: 210   x_left_coord: 137, x_right_coord: 140, y_coord: 118 Symbol(x_coord=25, y_coord=117, symbol='*')
PartNumber: 210   x_left_coord: 137, x_right_coord: 140, y_coord: 118 Symbol(x_coord=34, y_coord=118, symbol='@')
PartNumber: 210   x_left_coord: 137, x_right_coord: 140, y_coord: 118 Symbol(x_coord=73, y_coord=118, symbol='+')
PartNumber: 210   x_left_coord: 137, x_right_coord: 140, y_coord: 118 Symbol(x_coord=100, y_coord=118, symbol='*')
PartNumber: 210   x_left_coord: 137, x_right_coord: 140, y_coord: 118 Symbol(x_coord=14, y_coord=119, symbol='*')
PartNumber: 210   x_left_coord: 137, x_right_coord: 140, y_coord: 118 Symbol(x_coord=20, y_coord=119, symbol='*')
PartNumber: 210   x_left_coord: 137, x_right_coord: 140, y_coord: 118 Symbol(x_coord=39, y_coord=119, symbol='*')
PartNumber: 210   x_left_coord: 137, x_right_coord: 140, y_coord: 118 Symbol(x_coord=58, y_coord=119, symbol='#')
PartNumber: 210   x_left_coord: 137, x_right_coord: 140, y_coord: 118 Symbol(x_coord=63, y_coord=119, symbol='*')
PartNumber: 210   x_left_coord: 137, x_right_coord: 140, y_coord: 118 Symbol(x_coord=70, y_coord=119, symbol='-')
PartNumber: 210   x_left_coord: 137, x_right_coord: 140, y_coord: 118 Symbol(x_coord=78, y_coord=119, symbol='*')
PartNumber: 210   x_left_coord: 137, x_right_coord: 140, y_coord: 118 Symbol(x_coord=105, y_coord=119, symbol='*')
PartNumber: 210   x_left_coord: 137, x_right_coord: 140, y_coord: 118 Symbol(x_coord=123, y_coord=119, symbol='*')
PartNumber: 210   x_left_coord: 137, x_right_coord: 140, y_coord: 118 Symbol(x_coord=136, y_coord=119, symbol='&')
PartNumber: 676   x_left_coord: 17, x_right_coord: 20, y_coord: 119 Symbol(x_coord=34, y_coord=118, symbol='@')
PartNumber: 676   x_left_coord: 17, x_right_coord: 20, y_coord: 119 Symbol(x_coord=73, y_coord=118, symbol='+')
PartNumber: 676   x_left_coord: 17, x_right_coord: 20, y_coord: 119 Symbol(x_coord=100, y_coord=118, symbol='*')
PartNumber: 676   x_left_coord: 17, x_right_coord: 20, y_coord: 119 Symbol(x_coord=14, y_coord=119, symbol='*')
PartNumber: 676   x_left_coord: 17, x_right_coord: 20, y_coord: 119 Symbol(x_coord=20, y_coord=119, symbol='*')
PartNumber: 676   x_left_coord: 17, x_right_coord: 20, y_coord: 119 Symbol(x_coord=39, y_coord=119, symbol='*')
PartNumber: 676   x_left_coord: 17, x_right_coord: 20, y_coord: 119 Symbol(x_coord=58, y_coord=119, symbol='#')
PartNumber: 676   x_left_coord: 17, x_right_coord: 20, y_coord: 119 Symbol(x_coord=63, y_coord=119, symbol='*')
PartNumber: 676   x_left_coord: 17, x_right_coord: 20, y_coord: 119 Symbol(x_coord=70, y_coord=119, symbol='-')
PartNumber: 676   x_left_coord: 17, x_right_coord: 20, y_coord: 119 Symbol(x_coord=78, y_coord=119, symbol='*')
PartNumber: 676   x_left_coord: 17, x_right_coord: 20, y_coord: 119 Symbol(x_coord=105, y_coord=119, symbol='*')
PartNumber: 676   x_left_coord: 17, x_right_coord: 20, y_coord: 119 Symbol(x_coord=123, y_coord=119, symbol='*')
PartNumber: 676   x_left_coord: 17, x_right_coord: 20, y_coord: 119 Symbol(x_coord=136, y_coord=119, symbol='&')
PartNumber: 676   x_left_coord: 17, x_right_coord: 20, y_coord: 119 Symbol(x_coord=52, y_coord=120, symbol='*')
PartNumber: 676   x_left_coord: 17, x_right_coord: 20, y_coord: 119 Symbol(x_coord=86, y_coord=120, symbol='/')
PartNumber: 676   x_left_coord: 17, x_right_coord: 20, y_coord: 119 Symbol(x_coord=132, y_coord=120, symbol='=')
PartNumber: 765   x_left_coord: 21, x_right_coord: 24, y_coord: 119 Symbol(x_coord=34, y_coord=118, symbol='@')
PartNumber: 765   x_left_coord: 21, x_right_coord: 24, y_coord: 119 Symbol(x_coord=73, y_coord=118, symbol='+')
PartNumber: 765   x_left_coord: 21, x_right_coord: 24, y_coord: 119 Symbol(x_coord=100, y_coord=118, symbol='*')
PartNumber: 765   x_left_coord: 21, x_right_coord: 24, y_coord: 119 Symbol(x_coord=14, y_coord=119, symbol='*')
PartNumber: 765   x_left_coord: 21, x_right_coord: 24, y_coord: 119 Symbol(x_coord=20, y_coord=119, symbol='*')
PartNumber: 765   x_left_coord: 21, x_right_coord: 24, y_coord: 119 Symbol(x_coord=39, y_coord=119, symbol='*')
PartNumber: 765   x_left_coord: 21, x_right_coord: 24, y_coord: 119 Symbol(x_coord=58, y_coord=119, symbol='#')
PartNumber: 765   x_left_coord: 21, x_right_coord: 24, y_coord: 119 Symbol(x_coord=63, y_coord=119, symbol='*')
PartNumber: 765   x_left_coord: 21, x_right_coord: 24, y_coord: 119 Symbol(x_coord=70, y_coord=119, symbol='-')
PartNumber: 765   x_left_coord: 21, x_right_coord: 24, y_coord: 119 Symbol(x_coord=78, y_coord=119, symbol='*')
PartNumber: 765   x_left_coord: 21, x_right_coord: 24, y_coord: 119 Symbol(x_coord=105, y_coord=119, symbol='*')
PartNumber: 765   x_left_coord: 21, x_right_coord: 24, y_coord: 119 Symbol(x_coord=123, y_coord=119, symbol='*')
PartNumber: 765   x_left_coord: 21, x_right_coord: 24, y_coord: 119 Symbol(x_coord=136, y_coord=119, symbol='&')
PartNumber: 765   x_left_coord: 21, x_right_coord: 24, y_coord: 119 Symbol(x_coord=52, y_coord=120, symbol='*')
PartNumber: 765   x_left_coord: 21, x_right_coord: 24, y_coord: 119 Symbol(x_coord=86, y_coord=120, symbol='/')
PartNumber: 765   x_left_coord: 21, x_right_coord: 24, y_coord: 119 Symbol(x_coord=132, y_coord=120, symbol='=')
PartNumber: 295   x_left_coord: 45, x_right_coord: 48, y_coord: 119 Symbol(x_coord=34, y_coord=118, symbol='@')
PartNumber: 295   x_left_coord: 45, x_right_coord: 48, y_coord: 119 Symbol(x_coord=73, y_coord=118, symbol='+')
PartNumber: 295   x_left_coord: 45, x_right_coord: 48, y_coord: 119 Symbol(x_coord=100, y_coord=118, symbol='*')
PartNumber: 295   x_left_coord: 45, x_right_coord: 48, y_coord: 119 Symbol(x_coord=14, y_coord=119, symbol='*')
PartNumber: 295   x_left_coord: 45, x_right_coord: 48, y_coord: 119 Symbol(x_coord=20, y_coord=119, symbol='*')
PartNumber: 295   x_left_coord: 45, x_right_coord: 48, y_coord: 119 Symbol(x_coord=39, y_coord=119, symbol='*')
PartNumber: 295   x_left_coord: 45, x_right_coord: 48, y_coord: 119 Symbol(x_coord=58, y_coord=119, symbol='#')
PartNumber: 295   x_left_coord: 45, x_right_coord: 48, y_coord: 119 Symbol(x_coord=63, y_coord=119, symbol='*')
PartNumber: 295   x_left_coord: 45, x_right_coord: 48, y_coord: 119 Symbol(x_coord=70, y_coord=119, symbol='-')
PartNumber: 295   x_left_coord: 45, x_right_coord: 48, y_coord: 119 Symbol(x_coord=78, y_coord=119, symbol='*')
PartNumber: 295   x_left_coord: 45, x_right_coord: 48, y_coord: 119 Symbol(x_coord=105, y_coord=119, symbol='*')
PartNumber: 295   x_left_coord: 45, x_right_coord: 48, y_coord: 119 Symbol(x_coord=123, y_coord=119, symbol='*')
PartNumber: 295   x_left_coord: 45, x_right_coord: 48, y_coord: 119 Symbol(x_coord=136, y_coord=119, symbol='&')
PartNumber: 295   x_left_coord: 45, x_right_coord: 48, y_coord: 119 Symbol(x_coord=52, y_coord=120, symbol='*')
PartNumber: 295   x_left_coord: 45, x_right_coord: 48, y_coord: 119 Symbol(x_coord=86, y_coord=120, symbol='/')
PartNumber: 295   x_left_coord: 45, x_right_coord: 48, y_coord: 119 Symbol(x_coord=132, y_coord=120, symbol='=')
PartNumber: 156   x_left_coord: 49, x_right_coord: 52, y_coord: 119 Symbol(x_coord=34, y_coord=118, symbol='@')
PartNumber: 156   x_left_coord: 49, x_right_coord: 52, y_coord: 119 Symbol(x_coord=73, y_coord=118, symbol='+')
PartNumber: 156   x_left_coord: 49, x_right_coord: 52, y_coord: 119 Symbol(x_coord=100, y_coord=118, symbol='*')
PartNumber: 156   x_left_coord: 49, x_right_coord: 52, y_coord: 119 Symbol(x_coord=14, y_coord=119, symbol='*')
PartNumber: 156   x_left_coord: 49, x_right_coord: 52, y_coord: 119 Symbol(x_coord=20, y_coord=119, symbol='*')
PartNumber: 156   x_left_coord: 49, x_right_coord: 52, y_coord: 119 Symbol(x_coord=39, y_coord=119, symbol='*')
PartNumber: 156   x_left_coord: 49, x_right_coord: 52, y_coord: 119 Symbol(x_coord=58, y_coord=119, symbol='#')
PartNumber: 156   x_left_coord: 49, x_right_coord: 52, y_coord: 119 Symbol(x_coord=63, y_coord=119, symbol='*')
PartNumber: 156   x_left_coord: 49, x_right_coord: 52, y_coord: 119 Symbol(x_coord=70, y_coord=119, symbol='-')
PartNumber: 156   x_left_coord: 49, x_right_coord: 52, y_coord: 119 Symbol(x_coord=78, y_coord=119, symbol='*')
PartNumber: 156   x_left_coord: 49, x_right_coord: 52, y_coord: 119 Symbol(x_coord=105, y_coord=119, symbol='*')
PartNumber: 156   x_left_coord: 49, x_right_coord: 52, y_coord: 119 Symbol(x_coord=123, y_coord=119, symbol='*')
PartNumber: 156   x_left_coord: 49, x_right_coord: 52, y_coord: 119 Symbol(x_coord=136, y_coord=119, symbol='&')
PartNumber: 156   x_left_coord: 49, x_right_coord: 52, y_coord: 119 Symbol(x_coord=52, y_coord=120, symbol='*')
PartNumber: 156   x_left_coord: 49, x_right_coord: 52, y_coord: 119 Symbol(x_coord=86, y_coord=120, symbol='/')
PartNumber: 156   x_left_coord: 49, x_right_coord: 52, y_coord: 119 Symbol(x_coord=132, y_coord=120, symbol='=')
PartNumber: 601   x_left_coord: 55, x_right_coord: 58, y_coord: 119 Symbol(x_coord=34, y_coord=118, symbol='@')
PartNumber: 601   x_left_coord: 55, x_right_coord: 58, y_coord: 119 Symbol(x_coord=73, y_coord=118, symbol='+')
PartNumber: 601   x_left_coord: 55, x_right_coord: 58, y_coord: 119 Symbol(x_coord=100, y_coord=118, symbol='*')
PartNumber: 601   x_left_coord: 55, x_right_coord: 58, y_coord: 119 Symbol(x_coord=14, y_coord=119, symbol='*')
PartNumber: 601   x_left_coord: 55, x_right_coord: 58, y_coord: 119 Symbol(x_coord=20, y_coord=119, symbol='*')
PartNumber: 601   x_left_coord: 55, x_right_coord: 58, y_coord: 119 Symbol(x_coord=39, y_coord=119, symbol='*')
PartNumber: 601   x_left_coord: 55, x_right_coord: 58, y_coord: 119 Symbol(x_coord=58, y_coord=119, symbol='#')
PartNumber: 601   x_left_coord: 55, x_right_coord: 58, y_coord: 119 Symbol(x_coord=63, y_coord=119, symbol='*')
PartNumber: 601   x_left_coord: 55, x_right_coord: 58, y_coord: 119 Symbol(x_coord=70, y_coord=119, symbol='-')
PartNumber: 601   x_left_coord: 55, x_right_coord: 58, y_coord: 119 Symbol(x_coord=78, y_coord=119, symbol='*')
